Coptic,English
ⲛⲉⲓⲛⲁϫⲓ ⲕⲃⲁ ⲙⲙⲱⲧⲛ ⲁⲛ ϣⲁⲉⲛⲉϩ ⲟⲩⲇⲉ ⲛⲉⲉⲓⲛⲁⲛⲟⲩϭⲥ ⲉⲣⲱⲧⲛ ⲁⲛ ϣⲁⲃⲟⲗ ⲟⲩⲛ ⲟⲩⲡⲛⲉⲩⲙⲁ ⲅⲁⲣ ⲛⲏⲟⲩ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲁⲩⲱ ⲁⲛⲟⲕ ⲡⲉⲛⲧⲁⲓⲧⲁⲙⲓⲉ ⲛⲓϥⲉ ⲛⲓⲙ,"i will not take vengeance on you for ever, neither will i be always angry with you: for my spirit shall go forth from me, and i have created all breath."
ⲛⲛⲉⲕϫⲓⲛϩⲉⲛⲇⲱⲣⲟⲛ ⲛⲇⲱⲣⲟⲛ ⲅⲁⲣ ϣⲁⲩⲧⲱⲙ ⲛⲛⲃⲁⲗ ⲛⲛⲉⲧⲛⲁⲩ ⲉⲃⲟⲗ ⲁⲩⲱ ⲛⲥⲉⲧⲁⲕⲟ ⲛⲛϣⲁϫⲉ ⲙⲙⲉ,"and thou shalt not receive gifts; for gifts blind the eyes of the seeing, and corrupt just words."
ⲁⲩⲱ ⲟⲩⲙⲁⲥⲉ ⲙⲛⲟⲩⲟⲉⲓⲗⲉ ⲉⲩⲑⲩⲥⲓⲁ ⲛⲟⲩϫⲁⲓ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲟⲩⲥⲁⲙⲓⲧ ⲉϥⲟⲩⲟϣⲙ ϩⲓⲛⲉϩ ϫⲉⲉⲣⲉⲡϫⲟⲉⲓⲥ ⲛⲁⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲙⲡϩⲟⲟⲩ,"and a calf and a ram for a peace offering before the lord, and fine flour mingled with oil, for to-day the lord will appear among you."
ⲧⲡⲉ ⲙⲛⲡⲕⲁϩ ⲛⲁⲡⲁⲣⲁⲅⲉ . ⲛⲁϣⲁϫⲉ ⲇⲉ ⲛⲁⲡⲁⲣⲁⲅⲉ ⲁⲛ .,"heaven and earth will pass away, but my words will not pass away."
ⲁⲛⲟⲕ ϩⲱ ⲓⲱϩⲁⲛⲛⲏⲥ ⲡⲉⲧⲛⲥⲟⲛ ⲁⲩⲱ ⲡⲉⲧⲛϣⲃⲏⲣ ⲕⲟⲓⲛⲟⲛⲟⲥ ϩⲛⲧⲉⲑⲗⲓⲯⲓⲥ ⲁⲩⲱ ⲧⲙⲛⲧⲣⲣⲟ ⲙⲛⲧϩⲩⲡⲟⲙⲟⲛⲏ ⲙⲡⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲁⲓϣⲱⲡⲉ ϩⲛⲧⲛⲏⲥⲟⲥ ⲉⲧⲟⲩⲙⲟⲩⲧⲉ ⲉⲣⲟⲥ ϫⲉⲡⲁⲧⲙⲟⲥ ⲉⲧⲃⲉⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲉⲧⲃⲉⲧⲙⲛⲧⲙⲛⲧⲣⲉ ⲛⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,"i john, your brother and partner with you in oppression, kingdom, and perseverance in christ jesus, was on the isle that is called patmos because of god's word and the testimony of jesus christ."
ⲉϥϣⲁϫⲉ ⲇⲉ ⲛⲙⲙⲁϥ ⲁϥⲃⲱⲕ ⲉϩⲟⲩⲛ . ⲁⲩⲱ ⲁϥϩⲉ ⲉⲩⲙⲏⲏϣⲉ ⲉⲩⲥⲟⲟⲩϩ .,"as he talked with him, he went in and found many gathered together."
ⲉϥϣⲁⲛϫⲓⲧⲕ ⲇⲉ ⲉϩⲟⲩⲛ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ⲉⲡⲕⲁϩ ⲡⲁⲓ ⲉⲧⲕⲛⲁⲃⲱⲕ ⲛⲧⲟⲕ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲉⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲙⲟϥ ⲁⲩⲱ ⲛϥϥⲓ ⲙⲙⲁⲩ ϩⲓϩⲏ ⲙⲙⲟⲕ ⲛⲛⲛⲟϭ ⲛϩⲉⲑⲛⲟⲥ ⲁⲩⲱ ⲉⲧⲛⲁϣⲱⲟⲩ ⲡⲉⲭⲉⲧⲧⲁⲓⲟⲥ ⲛⲙⲡⲅⲉⲣⲅⲉⲣⲁⲓⲥⲁⲓⲟⲥ ⲛⲙⲡⲁⲙⲟⲣⲣⲁⲓⲟⲥ ⲛⲙⲡⲉⲭⲁⲛⲁⲛⲁⲓⲟⲥ ⲛⲙⲡⲉⲫⲉⲣⲉⲍⲁⲓⲟⲥ ⲛⲙⲡⲉⲩϩⲁⲓⲟⲥ ⲛⲙⲡⲓⲉⲃⲟⲩⲥⲁⲓⲟⲥ ⲥⲁϣϥ ⲛϩⲉⲑⲛⲟⲥ ⲉⲛⲁϣⲱⲟⲩ ⲁⲩⲱ ⲉⲩϫⲟⲟⲣ ⲉⲣⲱⲧⲛ,"and when the lord thy god shall bring thee into the land, into which thou goest to possess it, and shall remove great nations from before thee, the chettite, and gergesite, and amorite, and chananite, and pherezite, and evite, and jebusite, seven nations more numerous and stronger than you,"
ⲧⲱⲟⲩⲛ ⲧϩⲓⲏⲙ ⲛⲧⲉⲕⲟⲛⲧⲟ ⲕⲁϩⲏⲟⲩ ⲛⲧⲉⲥⲧⲟⲗⲏ ⲙⲡⲟⲩϩⲏⲃⲉ ⲙⲛⲡⲟⲩⲡⲉⲧϩⲟⲟⲩ ⲛⲧⲉϯ ϩⲓⲱⲱⲧⲉ ⲙⲡⲉⲟⲟⲩ ⲛⲧⲟⲩⲙⲛⲧⲥⲁⲓ ⲉⲧⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ ⲙⲡⲛⲟⲩⲧⲉ ϣⲁⲉⲛⲉϩ,"put off, o jerusalem, the garment of mourning and affliction, and put on the comeliness of the glory that cometh from god for ever."
ⲡⲉⲧⲛⲁϩⲁⲣⲉϩ ⲉⲧⲉⲛⲧⲟⲗⲏ ⲛϥⲛⲁⲉⲓⲙⲉ ⲟⲛ ⲉⲩϣⲁϫⲉ ⲙⲡⲟⲛⲏⲣⲟⲛ ⲁⲩⲱ ⲡⲉⲟⲩⲟⲉⲓϣ ⲙⲡϩⲁⲡ ⲡϩⲏⲧ ⲙⲡⲥⲟⲫⲟⲥ ⲛⲁⲉⲓⲙⲉ ⲉⲣⲟϥ,he that keeps the commandment shall not know an evil thing: and the heart of the wise knows the time of judgment.
ⲁⲡⲁⲉⲓⲱⲧ ⲁⲙⲁϩⲧⲉ ⲙⲛϥⲱ ⲛⲧⲉϥⲁⲡⲉ,"and my father laid hold upon the hair of his head,"
ⲁⲩⲧⲱⲟⲩⲛ ⲉⲃⲟⲗ ϩⲛⲗⲉⲃⲱⲛⲁ ⲁⲩⲉⲓ ⲉϩⲣⲁⲓ ⲉⲇⲉⲥⲥⲁ,"and they departed from lebona, and encamped in ressan."
ⲙⲛⲡⲉⲧⲧⲁⲩⲟ ⲛⲟⲩⲙⲛⲧϫⲱⲱⲣⲉ ⲉϩⲟⲩⲛ ⲉⲡⲉⲧϩⲓⲧⲟⲩⲱϥ · ⲁⲗⲗⲁ ⲡⲟⲩⲁ ⲡⲟⲩⲁ ϩⲟϫϩϫ ⲙⲡⲉⲧϩⲓⲧⲟⲩⲱϥ ·,"no man sheweth bravery on behalf of his neighbour, but every man inflicteth persecution on his neighbour."
ⲛⲧⲁⲩⲥⲉϩⲛⲉⲓϣⲁϫⲉ ⲇⲉ ⲛⲁⲛ · ϫⲉⲕⲁⲥ ⲉⲛⲛⲁⲡⲓⲥⲧⲉⲩⲉ ⲉⲡⲛⲟⲩⲧⲉ ⲛⲧⲛⲁⲅⲱⲛⲓⲍⲉ ϫⲓⲛⲟⲩⲕⲟⲩⲓ ϣⲁⲟⲩⲛⲟϭ ϩⲛϩⲉⲛⲛⲏⲥⲧⲉⲓⲁ ⲙⲛϩⲉⲛϣⲗⲏⲗ ⲙⲛⲡⲕⲉⲥⲉⲉⲡⲉ ⲛϣⲙϣⲉ · ϣⲁϩⲣⲁⲓ ⲉⲩⲡⲁϭⲥⲉ · ⲉⲁⲥϣⲟⲟⲩⲉ ϩⲛⲣⲱⲕ ϩⲛⲟⲩⲛⲏⲥⲧⲉⲓⲁ ·,"these words have been written down for us in order that we may believe in god, and that we, from the least among us even to the greatest, may strive in the contest with fastings, and with prayers, and with other kinds of service, until the spittle drieth in thy mouth through fasting."
ⲟⲩⲛⲡⲉⲧϣⲉⲡϩⲁϩ ϩⲁⲟⲩⲕⲟⲩⲓ ⲁⲩⲱ ⲛϥⲧⲟⲟⲃⲟⲩ ⲛⲥⲁϣϥ ⲛⲕⲱⲃ,"there is that buyeth much for a little, and repayeth it sevenfold."
ⲉⲓⲥⲛⲁⲅⲅⲉⲗⲟⲥ ⲛⲧⲡⲉ ⲁⲩϫⲓⲧⲟⲩ ⲉⲡⲛⲟⲩⲛ ·,"behold, the angels of heaven were taken into the abyss (?)."
ⲁϥϫⲱ ⲇⲉ ⲛⲧⲉⲓⲡⲁⲣⲁⲃⲟⲗⲏ ⲉϥϫⲱ ⲙⲙⲟⲥ,he told them this parable.
ⲉⲧⲃⲉⲡⲁⲓ ⲛⲁⲓ ⲛⲉⲧⲉⲣⲉⲡϫⲟⲉⲓⲥ ϫⲱ ⲙⲙⲟⲟⲩ ϫⲉⲉⲓⲥϩⲏⲏⲧⲉ ⲁⲛⲟⲕ ϯⲛⲁⲉⲓⲛⲉ ⲉϫⲙⲡⲉⲓⲗⲁⲟⲥ ⲛⲟⲩϣⲱⲛⲉ ⲛⲥⲉⲣ ϭⲱⲃ ⲛϩⲏⲧϥ ⲛϭⲓⲛⲉⲓⲟⲧⲉ ⲙⲛⲛϣⲏⲣⲉ ϩⲓⲟⲩⲥⲟⲡ ⲟⲩⲧⲉϣⲉ ⲙⲛⲡⲉⲧϩⲓⲧⲟⲩⲱϥ ⲥⲉⲛⲁⲧⲁⲕⲟ,"therefore thus saith the lord, behold, i will bring weakness upon this people, and the fathers and sons shall be weak together; the neighbour and his friend shall perish."
ϣⲁⲣⲉⲛⲁⲅⲅⲉⲗⲟⲥ ⲟⲩⲱϣⲃ ϫⲉϩⲁⲙⲏⲛ ·,"the angels make answer, 'amen.'"
ⲉϥⲃⲱⲗ ⲙⲙⲟⲟⲩ ⲉϥⲧⲁⲙⲟ ⲙⲙⲟⲟⲩ ⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ϫⲉϩⲁⲡⲥ ⲉⲧⲣⲉϥⲙⲟⲩ ⲁⲩⲱ ⲛϥⲧⲱⲟⲩⲛ ⲉⲃⲟⲗ ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ . ⲁⲩⲱ ϫⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲡⲁⲓ ⲉϯⲧⲁϣⲉⲟⲉⲓϣ ⲛⲏⲧⲛ .,"explaining and demonstrating that the christ had to suffer and rise again from the dead, and saying, 'this jesus, whom i proclaim to you, is the christ.'"
ⲁⲩⲱ ⲇⲁⲩⲉⲓⲇ ⲁϥⲧⲱⲟⲩⲛ ⲙⲛⲡⲉϥⲧⲟⲟⲩ ⲛϣⲉ ⲛⲣⲱⲙⲉ ⲉⲧⲛⲙⲙⲁϥ ⲁϥⲃⲱⲕ ⲉⲣⲁⲧϥ ⲛⲁⲭⲟⲩⲥ ⲡϣⲏⲣⲉ ⲙⲙⲁⲁϫ ⲡⲣⲣⲟ ⲛⲅⲉⲑ,"so david arose, and the six hundred men that were with him, and he went to anchus, son ammach, king of geth."
ⲁϥⲉⲓ ⲛϭⲓⲓⲏⲥⲟⲩⲥ ⲁϥϫⲓ ⲙⲡⲟⲉⲓⲕ ⲁϥϯ ⲛⲁⲩ ⲁⲩⲱ ⲟⲛ ⲉⲃⲟⲗ ϩⲙⲡⲧⲃⲧ .,"then jesus came and took the bread, gave it to them, and the fish likewise."
ⲛⲛⲉⲕϫⲉ ⲗⲁⲁⲩ ⲛϣⲁϫⲉ ⲛⲉⲓⲣⲏⲛⲓⲕⲉ ⲛⲉⲣⲟⲟⲩ ⲁⲩⲱ ⲉϥⲟ ⲛⲛⲟϥⲣⲉ ⲛⲁⲩ ⲛⲛⲉϩⲟⲟⲩ ⲧⲏⲣⲟⲩ ϣⲁⲉⲛⲉϩ,thou shalt not speak peaceably or profitably to them all thy days for ever.
ⲛⲅϣⲁϣⲟⲩ ⲛⲧⲉⲡⲧⲏⲩ ϥⲓⲧⲟⲩ ⲛⲧⲉⲟⲩϩⲁⲧⲏⲩ ϫⲟⲟⲣⲟⲩ ⲉⲃⲟⲗ ⲛⲧⲟⲕ ⲇⲉ ⲕⲛⲁⲉⲩⲫⲣⲁⲛⲉ ϩⲛⲙⲡⲉⲧⲟⲩⲁⲁⲃ ⲙⲡⲓⲥⲣⲁⲏⲗ,"and thou shalt winnow them, and the wind shall carry them away, and a tempest shall scatter them: but thou shalt rejoice in the holy ones of israel."
ⲡⲙⲉⲉⲩⲉ ⲅⲁⲣ ⲛⲧⲥⲁⲣⲝ ⲡⲙⲟⲩ ⲡⲉ . ⲡⲙⲉⲉⲩⲉ ⲇⲉ ⲙⲡⲉⲡⲛⲉⲩⲙⲁ ⲡⲱⲛϩ ⲡⲉ ⲙⲛⲧⲉⲓⲣⲏⲛⲏ .,"for the mind of the flesh is death, but the mind of the spirit is life and peace;"
ⲁⲩⲱ ⲙⲡϥⲥⲱⲧⲙ ⲛϭⲓⲡⲣⲣⲟ ⲛⲛϣⲏⲣⲉ ⲛⲁⲙⲙⲱⲛ ⲛⲥⲁⲛϣⲁϫⲉ ⲛⲓⲉⲫⲑⲁⲉ ⲛⲁⲓ ⲉⲛⲧⲁϥϫⲟⲟⲩⲥⲟⲩ ⲉⲣⲁⲧϥ,"but the king of the children of ammon hearkened not to the words of jephthae, which he sent to him."
ⲛⲧⲟⲟⲩ ⲇⲉ ⲁⲩⲁⲣⲭⲉⲓ ⲛⲥⲩⲛⲍⲏⲧⲉⲓ ⲙⲛⲛⲉⲩⲉⲣⲏⲩ ϫⲉⲛⲓⲙ ⲛϩⲏⲧⲟⲩ ⲡⲉⲧⲛⲁⲣ ⲡⲁⲓ .,"they began to question among themselves, which of them it was who would do this thing."
ⲛⲉⲩϣⲟⲟⲡ ϩⲛⲟⲩⲛⲟϭ,"and they remained in a state of great dignity (?), and they were like unto beings who had transferred themselves from another world in respect for the joy and comfort which they displayed towards me;"
ⲥⲁⲙⲛⲁⲛ ⲡⲁⲣⲱⲇⲓⲧⲏⲥ ϩⲁⲙⲛⲁⲛ ⲡϣⲏⲣⲉ ⲛⲥⲁⲣⲉ ⲡⲁⲣⲁⲑⲩⲣⲓⲧⲏⲥ,samnan the arodite; amnan the son of arai the saraurite.
ⲁⲩ ⲧⲁⲙⲉ ⲥⲁⲟⲩⲗ ⲇⲉ ⲉⲡⲉⲛⲧⲁϥϣⲱⲡⲉ ⲁϥϫⲟⲟⲩ ⲛϩⲉⲛⲕⲉⲃⲁⲓϣⲓⲛⲉ ⲛⲧⲟⲟⲩ ϩⲱⲟⲩ ⲁⲩⲡⲣⲟⲫⲏⲧⲉⲩⲉ ⲁϥⲟⲩⲱϩ ⲉⲧⲟⲟⲧϥ ⲉϫⲟⲟⲩ ⲛϭⲓⲥⲁⲟⲩⲗ ⲙⲡⲙⲉϩϣⲟⲙⲛⲧ ⲛⲥⲟⲡ ⲛϩⲉⲛⲕⲉⲃⲁⲓϣⲓⲛⲉ ⲛⲧⲟⲟⲩ ϩⲱⲟⲩ ⲟⲛ ⲁⲩⲡⲣⲟⲫⲏⲧⲉⲩⲉ,"and it was told saul, and he sent other messengers, and they also prophesied: and saul sent again a third set of messengers, and they also prophesied."
ⲁϥⲉⲝⲟⲙⲟⲗⲟⲅⲓ . ⲁϥϣⲓⲛⲉ ⲛⲥⲁⲟⲩⲟⲉⲓϣ ⲙⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲟϥ ⲛⲁⲩ ⲁϫⲛⲙⲏⲏϣⲉ .,"he consented, and sought an opportunity to deliver him to them in the absence of the multitude."
ⲁ ⲉⲗⲓⲟⲩⲥ ⲇⲉ ⲟⲩⲱϣϥ ⲡⲉϫⲁϥ,"and elius continued, and said,"
ⲁⲛⲟⲕ ⲇⲉ ⲛⲉⲓⲟ ⲛⲟⲩϣⲏ ⲛⲣⲟⲉⲓⲥ ⲛⲙⲙⲁⲩ · ⲉⲓϫⲓⲥⲃⲱ ⲛⲕⲱⲧ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ · ⲛϩⲉⲛⲛⲟϭ ⲛⲧⲉⲗⲓⲟⲥ · ⲛⲉ ⲛⲧϩⲉ ⲛⲛⲁⲅⲅⲉⲗⲟⲥ ⲙⲡϫⲟⲉⲓⲥ ·,"and i passed nights in vigil with them, and i learned the rules of god from them; and their chief men were perfect even as the angels of the lord."
ⲁⲩⲱ ⲉⲕϣⲁⲛϣⲱⲡⲉ ⲙⲛⲟⲩⲥⲱⲧⲡ ⲕⲛⲁϣⲱⲡⲉ ⲉⲕⲟ ⲛⲥⲱⲧⲡ ⲁⲩⲱ ⲉⲕϣⲁⲛϣⲱⲡⲉ ⲙⲛⲡⲉⲧϭⲟⲟⲙⲉ ⲕⲛⲁϣⲱⲡⲉ ⲉⲕϭⲟⲟⲙⲉ,"and with the excellent thou wilt be excellent, and with the froward thou will be froward."
ⲡⲉⲧⲟ ⲛϫⲟⲉⲓⲥ ⲉⲡⲁⲓⲱⲛ ϩⲛⲧⲉϥϭⲟⲙ ⲉⲣⲉⲛⲉϥⲃⲁⲗ ϭⲱϣⲧ ⲉϫⲛⲛϩⲉⲑⲛⲟⲥ ⲛⲉⲧϯⲛⲟⲩϭⲥ ⲙⲡⲣⲧⲣⲉⲩϫⲓⲥⲉ ⲙⲙⲟⲟⲩ ϩⲣⲁⲓ ⲛϩⲏⲧⲟⲩ ⲇⲓⲁⲯⲁⲗⲙⲁ,"who by his power is lord over the age, his eyes look upon the nations; let not them that provoke him be exalted in themselves. pause."
ⲧⲁⲟⲩⲟⲟⲩ ⲉⲛⲉⲭⲱⲣⲁ ⲉⲧ ϩⲛⲛⲁⲥⲥⲩⲣⲓⲟⲥ ⲁⲩⲱ ⲉⲛⲉⲭⲱⲣⲁ ⲛⲕⲏⲙⲉ ⲛⲧⲉⲧⲛϫⲟⲟⲥ ϫⲉⲥⲉϩⲧⲏⲩⲧⲛ ⲉϩⲟⲩⲛ ⲉⲡⲧⲟⲟⲩ ⲛⲧⲥⲁⲙⲁⲣⲓⲁ ⲛⲧⲉⲧⲛⲛⲁⲩ ⲉϩⲉⲛϣⲡⲏⲣⲉ ⲉⲛⲁϣⲱⲟⲩ ϩⲛⲧⲥⲙⲏⲧⲉ ⲁⲩⲱ ⲧⲙⲛⲧⲣⲉϥϫⲓϫⲛⲁϩ ⲉⲧ ⲛϩⲏⲧⲥ ⲛⲉⲧⲟⲩϩⲓⲗⲁ ⲉⲣⲟⲟⲩ ⲥⲉϩ ⲛⲧⲉⲥⲙⲏⲧⲉ,"proclaim it to the regions among the assyrians, and to the regions of egypt, and say, gather yourselves to the mountain of samaria, and behold many wonderful things in the midst of it, and the oppression that is in it."
ⲉⲕϣⲁⲛⲃⲱⲕ ⲇⲉ ⲉⲃⲟⲗ ⲉⲣⲛⲛⲉⲕϫⲓϫⲉⲟⲩ ⲉⲙⲓϣⲉ ⲛⲙⲙⲁⲩ ⲉⲕⲉϩⲁⲣⲉϩ ⲉⲣⲟⲕ ⲉϣⲁϫⲉ ⲛⲓⲙ ⲙⲡⲟⲛⲏⲣⲟⲛ,"and if thou shouldest go forth to engage with thine enemies, then thou shalt keep thee from every wicked thing."
ϫⲉⲉϣϫⲉ ⲙⲡⲓⲥⲱⲧⲙ,"seeing that i did not hearken unto my father nor unto the emperor when they made entreaty to me, and seeing that i continued my disobedience to the point that i forsook all my possessions"
ⲡⲉϫⲉⲓⲱⲛⲁⲑⲁⲛ ⲛⲁϥ ϫⲉⲉⲓⲥϩⲏⲏⲧⲉ ⲁⲛⲟⲛ ⲉⲛⲛⲁⲃⲱⲕ ⲉⲣⲁⲧⲟⲩ ⲛⲛⲣⲱⲙⲉ ⲛⲧⲉⲛⲙⲟⲟϣⲉ ⲉⲣⲟⲟⲩ,"and jonathan said, behold, we will go over to the men, and will come down suddenly upon them."
ⲁⲩⲱ ⲉⲧⲉⲧⲛⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲉⲧⲛⲁⲉⲓⲛⲉ ⲙⲡⲉⲕⲛⲁⲁⲩ ⲛⲟⲩⲉⲥⲟⲟⲩ ⲉⲙⲛϫⲃⲓⲛ ⲛϩⲏⲧϥ ⲉϥϩⲛⲟⲩⲣⲟⲙⲡⲉ ⲉⲁⲁϥ ⲛϩⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ ⲙⲡϫⲟⲉⲓⲥ,"and ye shall offer on the day on which ye bring the sheaf, a lamb without blemish of a year old for a whole-burnt-offering to the lord."
ⲡϫⲟⲉⲓⲥ ϩⲏⲛ ⲉϩⲟⲩⲛ ⲉⲛⲉⲧⲟⲩⲟϣϥ ϩⲙⲡⲉⲩϩⲏⲧ ⲁⲩⲱ ϥⲛⲁⲧⲁⲛϩⲉ ⲛⲉⲧⲑⲃⲃⲓⲏⲩ ϩⲙⲡⲉⲩⲡⲛⲉⲩⲙⲁ,the lord is near to them that are of a contrite heart; and will save the lowly in spirit.
ⲕⲉⲟⲩⲁ ⲉⲩϩⲟⲣⲓⲍⲉ ⲛϩⲉⲛⲧⲓⲙⲱⲣⲓⲁ ⲉϫⲱϥ ⲉⲧⲃⲉϩⲉⲛϣⲁϫⲉ ⲛⲁⲣⲅⲟⲛ ⲉⲁϥϫⲟⲟⲩ ·,to another they assign retribution because of the idle words which he spake.
ⲁⲗⲓⲁ ϩⲱⲛ ⲉϩⲟⲩⲛ ⲙⲛⲛⲉⲥϣⲏⲣⲉ ⲁⲩⲟⲩⲱϣⲧ ⲙⲛⲥⲱⲥ ⲁϩⲣⲁⲭⲏⲗ ϩⲱⲛⲉϩⲟⲩⲛ ⲙⲛⲓⲱⲥⲏⲫ ⲁⲩⲟⲩⲱϣⲧ ⲡⲉϫⲁϥ ⲛⲁϥ ⲛϭⲓⲏⲥⲁⲩ ϫⲉⲟⲩⲛⲉ ⲛⲉⲓⲡⲁⲣⲉⲙⲃⲟⲗⲏ ⲧⲏⲣⲟⲩ ⲛⲧⲁⲓⲧⲱⲙⲛⲧ ⲉⲣⲟⲟⲩ ⲛⲧⲟϥ ⲇⲉ ⲛⲉϫⲁϥ ϫⲉⲛⲧⲁⲓⲧⲛⲛⲟⲟⲩⲥⲟⲩ ⲛⲁⲕ . . .,"and lea and her children drew near and did reverence; and after this drew near rachel and joseph, and did reverence."
ⲕⲛⲁⲟⲩⲱⲙ ⲛⲛⲕⲁⲣⲡⲟⲥ ⲛⲛⲉⲕϩⲓⲥⲉ ⲛⲁⲓⲁⲧⲕ ⲁⲩⲱ ⲡⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲛⲁϣⲱⲡⲉ ⲙⲙⲟⲕ,"thou shalt eat the labours of thy hands: blessed art thou, and it shall be well with thee."
ⲁⲩⲱ ⲡⲉϫⲉⲓⲱⲁⲥ ⲛⲛⲣⲱⲙⲉ ⲧⲏⲣⲟⲩ ⲉⲛⲧⲁⲩⲧⲱⲟⲩⲛ ⲉϫⲱϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁⲩ ϫⲉⲙⲏ ⲛⲧⲱⲧⲛ ⲧⲉⲛⲟⲩ ⲡⲉⲧⲛⲁⲣⲡϩⲁⲡ ⲙⲡⲃⲁϩⲁⲗ ⲏ ⲛⲧⲱⲧⲛ ⲡⲉⲧⲛⲁⲛⲁϩⲙⲉϥ ⲡⲉⲧⲛⲁⲉⲓⲣⲉ ⲙⲡⲉϥϩⲁⲡ ⲙⲁⲣⲉϥⲙⲟⲩ ϣⲁⲡⲛⲁⲩ ⲛϩⲧⲟⲟⲩⲉ ⲉϣϫⲉⲟⲩⲛⲟⲩⲧⲉ ⲡⲉ ⲙⲁⲣⲉϥϯϩⲁⲡ ⲉⲣⲟϥ ϫⲉⲁⲩϣⲣϣⲣⲡⲉϥⲑⲩⲥⲓⲁⲥⲧⲏⲣⲓⲟⲛ,"and gedeon the son of joas said to all the men who rose up against him, do ye now plead for baal, or will ye save him? whoever will plead for him, let him be slain this morning: if he be a god let him plead for himself, because one has thrown down his altar."
ⲁⲩⲱ ⲁⲩϯⲧⲟⲟⲧⲟⲩ ⲙⲛⲛⲉⲩⲉⲣⲏⲩ ⲉϫⲓⲟⲟⲣ ⲙⲡⲣⲣⲟ ⲁⲩⲱ ⲁϥϫⲓⲟⲟⲣ ⲛϭⲓⲡⲙⲏⲏϣⲉ ⲉⲧⲁϩⲟ ⲉⲣⲁⲧϥ ⲙⲡⲏⲓ ⲙⲡⲣⲣⲟ ⲁⲩⲱ ⲉⲉⲓⲣⲉ ⲙⲡⲉⲧⲥⲟⲩⲧⲱⲛ ⲙⲡⲉϥⲙⲧⲟ ⲉⲃⲟⲗ ⲥⲉⲙⲉⲉⲓ ⲇⲉ ⲡϣⲏⲣⲉ ⲛⲅⲏⲣⲁ ⲁϥⲡⲁϩⲧϥ ϩⲓⲧϩⲏ ⲙⲡⲣⲣⲟ ⲉϥⲛⲁϫⲓⲟⲟⲣ ⲙⲡⲓⲟⲣⲇⲁⲛⲏⲥ,"and they performed the service of bringing the king over; and there went over a ferry-boat to remove the household of the king, and to do that which was right in his eyes. and semei the son of gera fell on his face before the king, as he went over jordan;"
ⲛⲉϥϯⲥⲃⲱ ⲅⲁⲣ ⲛⲁⲩ ⲡⲉ ϩⲱⲥ ⲉⲩⲛⲧⲉϥⲉⲝⲟⲩⲥⲓⲁ ⲙⲙⲁⲩ ⲁⲩⲱ ⲛⲧϩⲉ ⲁⲛ ⲛⲛⲉⲩⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ .,"for he taught them with authority, and not like the scribes."
ⲁⲡϫⲟⲉⲓⲥ ϭⲱϣⲧ ⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲉⲛⲁⲩ ⲉⲛϣⲏⲣⲉ ⲧⲏⲣⲟⲩ ⲛⲛⲣⲱⲙⲉ,the lord looks out of heaven; he beholds all the sons of men.
ⲛⲉⲩⲉⲡⲓⲑⲩⲙⲉⲓ ⲉⲛⲉⲕⲗⲟⲅⲟⲥ ⲛϭⲓⲛⲁⲣⲭⲱⲛ · ⲁⲩⲱ ⲛⲉⲩϣⲓⲛⲉ ⲛⲥⲁⲛⲉⲕⲙⲩⲥⲧⲏⲣⲓⲟⲛ ⲛϭⲓⲛⲉⲡⲣⲟⲥⲏⲗⲓⲧⲟⲥ ⲧⲏⲣⲟⲩ ·,"the governors desired eagerly (to hear) thy discourse, and all the proselytes sought eagerly after thy mysteries."
