prefix	input_text	target_text
translate Coptic to English	ⲉⲫⲣⲁⲓⲙ ⲁϥⲱⲡ ⲉⲛⲉⲓⲇⲱⲗⲟⲛ ⲁϥⲕⲱ ⲛⲁϥ ⲉϩⲣⲁⲓ ⲛϩⲉⲛⲥⲕⲁⲛⲇⲁⲗⲟⲛ	Ephraim, joined with idols, has laid stumbling-blocks in his own way.
translate English to Coptic	Therefore, we are always confident and know that while we are at home in the body, we are absent from the Lord;	ⲉⲛⲧⲏⲕ ϭⲉ ⲛϩⲏⲧ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ . ⲁⲩⲱ ⲉⲛⲥⲟⲟⲩⲛ ϫⲉⲉⲛϣⲟⲟⲡ ϩⲙⲡⲥⲱⲙⲁ ⲧⲛⲙⲡⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ .
translate Coptic to English	ϫⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲕⲁⲁⲛ ⲁⲛ ⲉⲧⲟⲣⲅⲏ . ⲁⲗⲗⲁ ⲉⲩⲧⲁⲛϩⲟ ⲛⲟⲩϫⲁⲓ ϩⲓⲧⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ	For God didn't appoint us to wrath, but to the obtaining of salvation through our Lord Jesus Christ,
translate Coptic to English	ϫⲉⲉⲧⲃⲉϩⲱⲃ ⲛⲓⲙ ⲉⲧⲉⲣⲉⲛⲓⲟⲩⲇⲁⲓ ⲉⲅⲕⲁⲗⲉⲓ ⲛⲁⲓ ⲉⲧⲃⲏⲏⲧⲟⲩ ⲡⲣⲣⲟ ⲁⲅⲣⲓⲡⲡⲁ . ⲁⲓⲟⲡⲧ ⲙⲙⲁⲕⲁⲣⲓⲟⲥ ⲉⲓⲛⲁⲁⲡⲟⲗⲟⲅⲓⲍⲉ ϩⲓⲱⲱⲕ ⲙⲡϩⲟⲟⲩ .	'I think myself happy, King Agrippa, that I am to make my defense before you this day concerning all the things that I am accused by the Jews,
translate Coptic to English	ⲁϩⲉⲣⲁⲧϥ ϩⲓϫⲛⲛⲥⲱϣⲉ ⲁ ⲡⲕⲁϩ ⲕⲓⲙ ⲁϥϭⲱϣⲧ ⲁⲩⲱ ⲁ ⲛϩⲉⲑⲛⲟⲥ ⲃⲱⲗ ⲉⲃⲟⲗ ⲁ ⲛⲧⲟⲩⲉⲓⲏ ⲟⲩⲱϣϥ ϩⲛⲟⲩϭⲟⲙ ⲁⲩⲃⲱⲗ ⲉⲃⲟⲗ ⲛϭⲓⲛⲃⲟⲩⲛⲟⲥ ϣⲁⲉⲛⲉϩ	the earth stood at his feet and trembled: he beheld, and the nations melted away: the mountains were violently burst through, the everlasting hills melted at his everlasting going forth.
translate English to Coptic	To him who along has wrought great wonders: for his mercy endures for ever.	ⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲉⲛⲓϣⲡⲏⲣⲉ ⲙⲁⲩⲁⲁⲩ ϫⲉⲟⲩϣⲁ ⲉⲛⲉϩ ⲡⲉ ⲡⲉϥⲛⲁ
translate Coptic to English	ⲁⲡⲁϩⲏⲧ ⲙⲛⲧⲁⲥⲁⲣⲝ ⲱϫⲛ ⲡⲛⲟⲩⲧⲉ ⲙⲡⲁϩⲏⲧ ⲁⲩⲱ ⲧⲁⲙⲉⲣⲓⲥ ϣⲁⲉⲛⲉϩ ⲡⲉ ⲡⲛⲟⲩⲧⲉ	My heart and my flesh have failed: but God is the strength of my heart, and God is my portion for ever.
translate Coptic to English	ⲛⲛⲁⲓ ⲁⲛ ⲛⲉⲛⲧⲁⲕⲥⲟⲧⲙⲟⲩ ⲛϣⲟⲣⲡ ⲛⲉⲛⲧⲁⲓⲁⲁⲩ ϫⲓⲛⲛⲉϩⲟⲟⲩ ⲛϣⲟⲣⲡ ⲁⲩⲱ ⲁⲓⲧⲟϣⲟⲩ ⲧⲉⲛⲟⲩ ⲇⲉ ⲁⲓϩⲓ ⲧⲟⲟⲧⲉⲣⲛϩⲉⲑⲛⲟⲥ ⲛϫⲁⲓⲉ ⲉⲩⲛⲁϣⲧ ⲉⲩϩⲉⲛ ϩⲛⲙⲁ ⲉⲩϫⲟⲟⲣ ⲁⲩⲱ ⲉⲩⲟⲩⲏϩ ϩⲉⲛϩⲛⲡⲟⲗⲓⲥ ⲉⲩϫⲟⲥⲉ	Hast thou not heard of these things which I did of old? I appointed them from ancient times; but now have I manifested my purpose of desolating nations in their strong holds, and them that dwell in strong cities.
translate English to Coptic	There is no creature that is hidden from his sight, but all things are naked and laid open before the eyes of him with whom we have to do.	ⲁⲩⲱ ⲙⲛⲗⲁⲁⲩ ⲛⲥⲱⲛⲧ ⲉϥϩⲏⲡ ⲙⲡⲉϥⲙⲧⲟ ⲉⲃⲟⲗ ⲥⲉϭⲟⲗⲡ ⲇⲉ ⲉⲃⲟⲗ ⲧⲏⲣⲟⲩ ⲁⲩⲱ ⲥⲉϣⲁⲁⲧ ⲛⲛⲁϩⲣⲁϥ ⲡⲁⲓ ⲉⲧⲉⲣⲉⲡϣⲁϫⲉ ϫⲓ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲛⲁⲛ .
translate Coptic to English	ϫⲉⲁⲩⲧⲁⲕⲟ ⲁⲩⲱ ⲥⲉⲛⲁⲃⲱⲕ ⲉⲡⲉⲥⲏⲧ ⲉⲁⲙⲛⲧⲉ ⲁⲩⲱ ⲛⲧⲉϩⲉⲛⲕⲟⲟⲩⲉ ⲧⲱⲟⲩⲛ ⲉⲡⲉⲩⲙⲁ	They are vanished and gone down to the grave, and others are come up in their steads.
translate Coptic to English	ⲛⲧⲟⲕ ⲕϣⲟⲟⲡ ϣⲁⲉⲛⲉϩ ⲁⲩⲱ ⲁⲛⲟⲛ ⲧⲛⲛⲁⲧⲁⲕⲟ ⲛϣⲁ ⲉⲛⲉϩ	For thou endurest for ever, and we perish utterly.
translate English to Coptic	Keep thou in thy remembrance at every hour the flame of Gehenna which cannot be quenched, and forget it not.	ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ⲛⲛⲁⲩ ⲛⲓⲙ ⲁⲩⲱ ⲙⲡⲣⲣⲡⲱⲃϣ ⲙⲡϣⲁϩ ⲛⲓⲙ ⲛⲧⲕⲉϩⲉⲛⲛⲁ ⲉⲧⲉⲙⲉⲥϫⲛⲁ ·
translate English to Coptic	And Gad went in to David, and told him, and said to him, Choose one of these things to befall thee, whether there shall come upon thee for three years famine in thy land; or that thou shouldest flee three months before thine enemies, and they should pursue thee; or that there should be for three days mortality in thy land. Now then decide, and see what answer I shall return to him that sent me.	ⲁⲩⲱ ⲅⲁⲇ ⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲁϥⲃⲱⲕ ⲉϩⲟⲩⲛ ϣⲁⲇⲁⲩⲉⲓⲇ ⲁϥⲧⲁⲙⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲥⲉⲧⲡ ⲟⲩϩⲱⲃ ⲛⲁⲕ ϩⲛⲛⲁⲓ ⲉⲧⲣⲉϥϣⲱⲡⲉ ⲏ ⲛⲧⲉⲟⲩϩⲉⲃⲱⲱⲛ ⲧⲁϩⲟⲕ ⲛϣⲟⲙⲧⲉ ⲛⲣⲟⲙⲡⲉ ϩⲓϫⲙⲡⲕⲁϩ ⲏ ⲛⲅⲉⲣ ϣⲟⲙⲛⲧ ⲛⲉⲃⲟⲧ ⲉⲕⲡⲏⲧ ϩⲁⲡϩⲟ ⲛⲛⲉⲕϫⲁϫⲉ ⲉⲩⲡⲏⲧ ⲛⲥⲱⲕ ⲏ ⲛⲧⲉⲟⲩⲙⲟⲩ ϣⲱⲡⲉ ϩⲙⲡⲉⲕⲕⲁϩ ⲛϣⲟⲙⲧ ⲛϩⲟⲟⲩ ⲧⲉⲛⲟⲩ ϭⲉ ⲉⲓⲙⲉ ⲛⲅⲛⲁⲩ ⲉⲡϣⲁϫⲉ ⲉⲧⲓⲛⲁϫⲟⲟϥ ⲙⲡⲉⲛⲧⲁϥⲧⲛⲛⲟⲟⲩⲧ ϣⲁⲣⲟⲕ
translate English to Coptic	And he said to them, mercifully with you; be not afraid; your God, and the God of your fathers, has given you treasures in your sacks, and I have enough of your good money. And he brought Symeon out to them.	ⲡⲉϫⲁϥ ⲇⲉ ⲛⲁⲩ ⲛϭⲓⲡⲣⲱⲙⲉ ϫⲉⲛⲧⲱⲧⲛ ⲧⲉⲧⲛⲟⲩⲟϫ ⲙⲡⲣⲣϩⲟⲧⲉ ⲡⲛⲟⲩⲧⲉ ⲛⲛⲉⲧⲛⲉⲓⲟⲧⲉ ⲡⲉⲛⲧⲁϥϯ ⲛⲏⲧⲛ ⲛϩⲉⲛⲁϩⲱⲱⲣ ϩⲛⲛⲉⲧⲛϭⲟⲟⲩⲛⲉ ⲡⲉⲧⲛϩⲁⲧ ⲁⲓϫⲓⲧϥ ⲉϥⲥⲟⲧⲡ ⲁϥⲉⲓⲛⲉ ⲇⲉ ⲉⲃⲟⲗ ϣⲁⲣⲟⲟⲩ ⲛⲥⲩⲙⲉⲱⲛ
translate English to Coptic	Save me, O God; for the waters have come in to my soul.	ⲡⲛⲟⲩⲧⲉ ⲙⲁⲧⲟⲩϫⲟⲓ ϫⲉⲁϩⲉⲛⲙⲟⲟⲩ ⲉⲓ ⲉϩⲟⲩⲛ ϣⲁⲧⲁⲯⲩⲭⲏ
translate Coptic to English	ⲕⲥⲟⲟⲩⲛ ⲅⲁⲣ ϫⲉⲙⲛⲛⲥⲁⲧⲣⲉⲡⲗⲁⲟⲥ ϫⲓⲟⲟⲣ ⲛⲧϩⲁⲗⲁⲥⲥⲁ	For thou knowest that, after the people (of Israel) had passed over the sea, without being drowned, Moses himself became master of the land through the appetite of the belly.
translate English to Coptic	And when Anna his mother was dead, he buried her with his father. But Tobias departed with his wife and children to Ecbatane to Raguel his father in law,	ⲛⲧⲉⲣⲉⲥⲙⲟⲩ ⲇⲉ ϩⲱⲱⲥ ⲛϭⲓⲁⲛⲛⲁ ⲁϥⲧⲟⲙⲥⲥ ϩⲁϩⲧⲙ ⲡⲉϥⲉⲓⲱⲧ ⲁϥⲃⲱⲕ ⲇⲉ ⲛϭⲓⲧⲱⲃⲓⲁⲥ ⲙⲛⲧⲉϥⲥϩⲓⲙⲉ ⲙⲛⲛⲉϥϣⲏⲣⲉ ⲉϩⲣⲁⲓ ⲉⲉⲕⲃⲁⲧⲁⲛⲟⲥ ⲉⲣⲁⲧϥ ⲛϩⲣⲁⲅⲟⲩⲏⲗ ⲡⲉϥϣⲟⲙ
translate Coptic to English	ⲡⲉⲛⲛⲟⲩⲧⲉ ⲡⲉ ⲡⲛⲟⲩⲧⲉ ⲛⲧⲁⲛϩⲟ ⲁⲩⲱ ⲧⲁⲡϫⲟⲉⲓⲥ ⲧⲉ ⲧⲟⲑⲉ ⲙⲡⲙⲟⲩ	Our God is the God of salvation; and to the Lord belong the issues from death.
translate Coptic to English	ⲁⲩⲱ ⲙⲛⲛⲥⲱϥ ⲁϥⲧⲱⲟⲩⲛ ⲛϭⲓⲁⲓⲗⲱⲙ ⲡⲥⲁⲃⲟⲩⲗⲱⲛⲓⲧⲏⲥ ⲁϥⲕⲣⲓⲛⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲙⲙⲏⲧⲉ ⲛⲣⲟⲙⲡⲉ	And after him Aelom of Zabulon judged Israel ten years.
translate Coptic to English	ⲉⲃⲟⲗ ϩⲙⲡⲉⲥⲛⲟϥ ⲛⲛⲉⲛⲧⲁⲩϣⲟⲟϭⲟⲩ ⲉⲃⲟⲗ ϩⲙⲡⲱⲧ ⲛⲛⲉⲇⲩⲛⲁⲧⲟⲥ ⲧⲡⲓⲧⲉ ⲛⲓⲱⲛⲁⲑⲁⲛ ⲙⲡⲉⲥⲕⲟⲧⲥ ⲉⲡⲁϩⲟⲩ ⲉⲥϣⲟⲩⲉⲓⲧ ⲁⲩⲱ ⲧⲡⲓⲧⲉ ⲛⲥⲁⲟⲩⲗ ⲙⲡⲉⲥⲕⲟⲧⲥ ⲉⲡⲁϩⲟⲩ ⲉⲥϣⲟⲩⲉⲓⲧ	From the blood of the slain, and from the fat of the mighty, the bow of Jonathan returned not empty; and the sword of Saul turned not back empty.
translate English to Coptic	Its shadow covered the mountains, and its shoots equalled the goodly cedars.	ⲁⲧⲉⲥϩⲁⲓⲃⲉⲥ ϩⲃⲥ ⲛⲧⲟⲩⲉⲓⲏ ⲁⲩⲱ ⲁⲛⲉⲥϯⲟⲩⲱ ϩⲃⲥ ⲛⲕⲉⲇⲣⲟⲥ ⲙⲡⲛⲟⲩⲧⲉ
translate Coptic to English	ⲁϥⲥⲱⲧⲙ ⲇⲉ ϫⲉⲁⲩⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲛⲓⲱϩⲁⲛⲛⲏⲥ ⲁϥⲁⲛⲁⲭⲱⲣⲉⲓ ⲉϩⲣⲁⲓ ⲉⲧⲅⲁⲗⲓⲗⲁⲓⲁ .	Now when Jesus heard that John was delivered up, he withdrew into Galilee.
translate Coptic to English	ⲁⲓⲱⲥⲏⲫ ⲇⲉ ⲧⲣⲉⲡⲉϥⲉⲓⲱⲧ ϣⲱⲡⲉ ⲙⲛⲛⲉϥⲥⲛⲏⲩ ⲁⲩⲱ ⲁϥϯ ⲛⲁⲩ ⲛⲟⲩⲙⲁ ⲛϣⲱⲡⲉ ϩⲙⲡⲕⲁϩ ⲛⲕⲏⲙⲉ ⲉⲃⲟⲗ ϩⲙⲡⲕⲁϩ ⲉⲛⲁⲛⲟⲩϥ ϩⲙⲡⲕⲁϩ ⲛϩⲣⲁⲙⲉⲥⲥⲏ ⲕⲁⲧⲁⲧϩⲉ ⲛⲧⲁϥⲟⲩⲉϩⲥⲁϩⲛⲉ ⲛⲁϥ ⲛϭⲓⲫⲁⲣⲁⲱ	And Joseph settled his father and his brethren, and gave them a possession in the land of Egypt, in the best land, in the land of Ramesses, as Pharao commanded.
translate English to Coptic	And the Lord spoke to Moses at the west of Moab by Jordan at Jericho, saying,	ⲁⲩⲱ ⲁⲡϫⲟⲉⲓⲥ ϣⲁϫⲉ ⲛⲛⲁϩⲣⲙⲙⲱⲩⲥⲏⲥ ϩⲓϫⲛⲙⲙⲁⲛϩⲱⲧⲡ ⲙⲙⲱⲁⲃ ϩⲁⲧⲙ ⲡⲓⲟⲣⲇⲁⲛⲏⲥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲛϩⲓⲉⲣⲓⲭⲱ ⲉϥϫⲱ ⲙⲙⲟⲥ
translate English to Coptic	And the mountains shall be shaken under him, and the valleys shall melt like wax before the fire, and as water rushing down a declivity.	ⲁⲩⲱ ⲧⲟⲩⲉⲓⲏ ⲥⲉⲛⲁⲛⲟⲉⲓⲛ ⲙⲛⲡⲕⲁϩ ϩⲁⲣⲁⲧϥ ⲁⲩⲱ ⲛⲓⲁ ⲥⲉⲛⲁⲃⲱⲗ ⲉⲃⲟⲗ ⲛⲧϩⲉ ⲛⲟⲩⲙⲟⲩⲗϩ ⲙⲡⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲕⲱϩⲧ ⲁⲩⲱ ⲛⲧϩⲉ ⲛⲟⲩⲙⲟⲟⲩ ⲉϥⲛⲏⲩ ⲉⲡⲉⲥⲏⲧ ϩⲙⲡⲉϥⲙⲁ ⲛⲉⲓⲉⲃⲟⲗ
translate Coptic to English	ⲉⲛⲕⲁⲧⲁ ⲧϩⲉ ⲁⲛ ⲙⲙⲱⲩⲥⲏⲥ ⲉϣⲁϥⲕⲱ ⲛⲟⲩⲕⲁⲗⲩⲙⲁ ⲉϩⲣⲁⲓ ⲉϫⲙⲡⲉϥϩⲟ ϫⲉⲛⲛⲉⲩϭⲱϣⲧ ⲛϭⲓⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲉⲧϩⲁⲏ ⲙⲡⲉⲧⲛⲁⲟⲩⲱⲥϥ .	and not as Moses, who put a veil on his face, that the children of Israel wouldn't look steadfastly on the end of that which was passing away.
translate English to Coptic	Glory and riches shall be in his house; and his righteousness endures for evermore.	ⲡⲉⲟⲟⲩ ⲙⲛⲧⲙⲛⲧⲣⲙⲙⲁⲟ ⲛⲉⲧϩⲙ ⲡⲉϥⲏⲓ ⲁⲩⲱ ⲧⲉϥⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϣⲟⲟⲡ ϣⲁⲉⲛⲉϩ ⲛⲉⲛⲉϩ
translate Coptic to English	ⲁϥⲟⲩⲱϣⲃ ⲛϭⲓⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ·	And Apa Victor answered and said,
translate Coptic to English	ⲡⲕⲱϩ† ϩⲟⲙⲟⲓⲱⲥ ⲉⲩϣⲁⲛⲧⲛⲛⲟⲟⲩϥ ⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲉⲣⲱⲭϩ ⲛⲛⲧⲟⲟⲩ ⲙⲛⲙⲙⲁ ⲛϣⲏⲛ ϣⲁϥⲉⲓⲣⲉ ⲙⲡϩⲱⲃ ⲉⲛⲧⲁⲩⲟⲩⲉϩ ⲥⲁϩⲛⲉ ⲙⲙⲟϥ ⲛⲁϥ ⲛⲁⲓ ⲇⲉ ⲙⲉⲩϣ ⲱⲣϫ ⲟⲩⲇⲉ ⲛⲥⲉⲧⲙⲧⲛⲧⲛⲛⲉⲩⲥⲙⲟⲧ ⲟⲩⲇⲉ ⲛⲉⲩⲛⲟⲙⲧⲉ	And the fire sent from above to consume hills and woods doeth as it is commanded: but these are like unto them neither in shew nor power.
translate English to Coptic	By night on my bed I sought him whom my soul loves: I sought him, but found him not; I called him, but he hearkened not to me.	ⲉⲓϩⲓϫⲛ ⲡⲁⲙⲁ ⲛⲛⲕⲟⲧⲕ ⲛⲧⲉⲩϣⲏ ⲁⲓϣⲓⲛⲉ ⲛⲥⲁⲡⲉⲛⲧⲁⲧⲁⲯⲩⲭⲏ ⲙⲉⲣⲓⲧϥ ⲁⲓϣⲓⲛⲉ ⲛⲥⲱϥ ⲙϩⲉ ⲉⲣⲟϥ ⲁⲓⲙⲟⲩⲧⲉ ⲉⲣⲟϥ ⲁⲩⲱ ⲙⲡⲉϥⲥⲱⲧⲙ ⲉⲣⲟⲓ
translate Coptic to English	ⲛⲧⲁⲩⲥⲁϩϥ ⲇⲉ ⲁⲛ ⲉⲧⲃⲏⲏⲧϥ ⲙⲁⲩⲁⲁϥ ϫⲉⲁⲩⲟⲡⲥ ⲉⲣⲟϥ .	Now it was not written that it was accounted to him for his sake alone,
translate English to Coptic	My soul has long been a sojourner;	ⲁⲧⲁⲯⲩⲭⲏ ⲣⲣⲙⲛϭⲟⲓⲗⲉ ⲉⲙⲁⲧⲉ
translate English to Coptic	Did I take advantage of you by anyone of them whom I have sent to you?	ⲙⲏ ⲁⲓϥⲉϭ ⲧⲏⲩⲧⲛ ϩⲓⲧⲛⲗⲁⲁⲩ ⲛⲛⲉⲛⲧⲁⲓⲧⲛⲛⲟⲟⲩⲥⲉ ϣⲁⲣⲱⲧⲛ .
translate English to Coptic	'Woe to you, scribes and Pharisees, hypocrites! For you clean the outside of the cup and of the platter, but within they are full of extortion and unrighteousness.	ⲟⲩⲟⲓ ⲛⲏⲧⲛ ⲛⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲙⲛⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲛϩⲩⲡⲟⲕⲣⲓⲧⲏⲥ . ϫⲉⲧⲉⲧⲛⲧⲃⲃⲟ ⲙⲡⲥⲁⲙⲃⲟⲗ ⲙⲡⲁⲡⲟⲧ ⲙⲛⲡⲡⲓⲛⲁⲝ . ⲡⲉⲩϩⲟⲩⲛ ⲇⲉ ⲙⲉϩ ⲛⲧⲱⲣⲡ ϩⲓⲁⲕⲁⲑⲁⲣⲥⲓⲁ .
translate Coptic to English	ϥⲛⲁⲉⲩⲫⲣⲁⲛⲉ ⲛϭⲓⲡⲇⲓⲕⲁⲓⲟⲥ ⲉϫⲙⲡϫⲟⲉⲓⲥ ⲛϥⲛⲁϩⲧⲉ ⲉⲣⲟϥ ⲁⲩⲱ ⲥⲉⲛⲁϫⲓⲧⲁⲉⲓⲟ ⲛϭⲓⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲥⲟⲩⲧⲱⲛ ϩⲙⲡⲉⲩϩⲏⲧ	The righteous shall rejoice in the Lord, and hope on him, and all the upright in heart shall be praised.
translate English to Coptic	Go not in the ways of the ungodly, neither covet the ways of transgressors.	ⲙⲡⲣⲙⲟⲟϣⲉ ϩⲓⲛⲉϩⲓⲟⲟⲩⲉ ⲛⲛⲣⲉϥⲣⲛⲟⲃⲉ
translate Coptic to English	ⲡⲛⲟⲩⲧⲉ ⲛⲁⲥⲱⲧⲙ ⲛϥⲑⲃⲃⲓⲟⲟⲩ ⲡⲉⲧϣⲟⲟⲡ ϩⲁⲧϩⲏ ⲛⲛⲓⲉⲛⲉϩ ⲇⲓⲁⲯⲁⲗⲙⲁ ⲙⲛⲧⲟⲩϣⲃⲃⲓⲱ ⲅⲁⲣ ⲁⲩⲱ ⲙⲡⲟⲩⲣϩⲟⲧⲉ ϩⲏⲧϥ ⲙⲡⲛⲟⲩⲧⲉ	God shall hear, and bring them low, even he that has existed from eternity. Pause. For they suffer no reverse, and therefore they have not feared God.
translate English to Coptic	And Abraam took sheep and calves, and gave them to Abimelech, and both made a covenant.	ⲁⲁⲃⲣⲁϩⲁⲙ ϫⲓ ⲛϩⲉⲛⲉⲥⲟⲟⲩ ⲙⲛϩⲉⲛⲙⲁⲥⲉ ⲁϥϯ ⲙⲙⲟⲟⲩ ⲛⲁⲃⲓⲙⲉⲗⲉⲕ ⲁⲩⲥⲙⲓⲛⲉ ⲛⲟⲩⲇⲓⲁⲑⲏⲕⲏ ⲙⲛⲛⲉⲩⲉⲣⲏⲩ
translate English to Coptic	Blessed be the Lord, for he has hearkened to the voice of my petition.	ⲡϫⲟⲉⲓⲥ ⲥⲙⲁⲙⲁⲁⲧ ϫⲉⲁϥⲥⲱⲧⲙ ⲉⲡⲉϩⲣⲟⲟⲩ ⲙⲡⲁⲥⲟⲡⲥ
translate English to Coptic	As it is written, 'There is no one righteous; no, not one.	ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉⲙⲛⲇⲓⲕⲁⲓⲟⲥ ⲗⲁⲁⲩ ⲙⲛⲟⲩⲁ
translate Coptic to English	ⲡϣⲏⲣⲉ ⲙⲙⲉⲗⲉⲁ ⲡϣⲏⲣⲉ ⲙⲙⲉⲛⲛⲁ ⲡϣⲏⲣⲉ ⲙⲙⲁⲧⲧⲁⲑⲁ ⲡϣⲏⲣⲉ ⲛⲛⲁⲑⲁⲙ ⲡϣⲏⲣⲉ ⲛⲇⲁⲩⲉⲓⲇ .	the son of Melea, the son of Menan, the son of Mattatha, the son of Nathan, the son of David,
translate English to Coptic	Honour and shame is in talk: and the tongue of man is his fall.	ⲉⲣⲉⲡⲉⲟⲟⲩ ⲅⲁⲣ ⲙⲛⲡⲉⲥⲱϣ ϩⲛⲧϭⲓⲛϣⲁϫⲉ ⲁⲩⲱ ⲡⲗⲁⲥ ⲙⲡⲣⲱⲙⲉ ⲡⲉ ⲡⲉϥϩⲉ
translate Coptic to English	ⲉⲣϣⲁⲛⲡⲙⲉϩⲙⲛⲧⲥⲛⲟⲟⲩⲥ	When the twelfth (Cherubim had finished singing his hymn), the twelve hours were ended.'
translate English to Coptic	All the saints greet you, especially those who are of Caesar's household.	ⲥⲉϣⲓⲛⲉ ⲉⲣⲱⲧⲛ ⲛϭⲓⲛⲉⲧⲟⲩⲁⲁⲃ ⲧⲏⲣⲟⲩ . ⲛϩⲟⲩⲟ ⲇⲉ ⲛⲉⲃⲟⲗ ϩⲙⲡⲏⲓ ⲙⲡⲣⲣⲟ .
translate English to Coptic	and may He graciously grant unto you His kingdom for ever.	ⲁⲩⲱ ⲛϥⲭⲁⲣⲓⲍⲉ ⲛⲏⲧⲛ ⲛⲧⲉϥⲙⲛⲧⲣⲣⲟ ϣⲁⲉⲛⲉϩ ·
translate English to Coptic	I tell you, arise, take up your mat, and go to your house.'	ϫⲉⲧⲱⲟⲩⲛ ⲉⲓϫⲉⲣⲟⲕ ϥⲓ ⲙⲡⲉⲕϭⲗⲟϭ ⲃⲱⲕ ⲉⲡⲉⲕⲏⲓ
translate Coptic to English	ⲁⲓϫⲓ	Then I took the beast into the shed for the animals,
translate Coptic to English	ϫⲉⲛⲉⲧⲟⲛϩ ⲥⲉⲛⲁⲉⲓⲙⲉ ϫⲉⲥⲉⲛⲁⲙⲟⲩ ⲁⲩⲱ ⲛⲉⲧⲙⲟⲟⲩⲧ ⲛⲥⲉⲥⲟⲟⲩⲛ ⲁⲛ ⲛⲗⲁⲁⲩ ⲁⲩⲱ ⲙⲛⲃⲉⲕⲉ ϭⲉ ϣⲟⲟⲡ ⲛⲁⲩ ϫⲉⲁⲩⲣⲡⲱⲃϣ ⲙⲡⲉⲩⲣⲡⲙⲉⲉⲩⲉ	For the living will know that they shall die: but the dead know nothing, and there is no longer any reward to them; for their memory is lost.
translate Coptic to English	ⲁⲩⲱ ⲁⲡⲓⲥⲣⲁⲏⲗ ⲟⲩⲱϩ ϩⲣⲁⲓ ϩⲛⲥⲁⲇⲧⲓⲛ ⲁⲡⲗⲁⲟⲥ ϫⲱϩⲙ ⲉⲡⲟⲣⲛⲉⲩⲉ ⲙⲛⲛϣⲉⲉⲣⲉ ⲙⲙⲱⲁⲃ	And Israel sojourned in Sattin, and the people profaned itself by going a-whoring after the daughters of Moab.
translate English to Coptic	and he unrolled it before Apa Victor, and said unto him,	ⲁϥⲥⲟⲟⲩⲧⲛ ⲙⲙⲟϥ ⲉⲣⲟϥ ⲡⲉϫⲁϥ ·
translate English to Coptic	And thou shalt set him before Eleazar the priest, and thou shalt give him a charge before all the congregation, and thou shalt give a charge concerning him before them.	ⲡⲟⲩⲏⲏⲃ ⲛⲅϩⲱⲛ ⲛⲁϥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲛⲧⲥⲩⲛⲁⲅⲱⲅⲏ ⲧⲏⲣⲥ ⲁⲩⲱ ⲛⲅϩⲱⲛ ⲉⲧⲟⲟⲧⲟⲩ ⲉⲧⲃⲏⲏⲧϥ ⲙⲡⲉⲩⲙⲧⲟ ⲉⲃⲟⲗ
translate Coptic to English	ⲙⲱⲩⲯⲥⲏⲥ ⲇⲉ ⲁϥⲙⲟⲩⲧⲉ ⲉⲡⲓⲥⲣⲁⲏⲗ ⲧⲏⲣϥ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲥⲱⲧⲙ ⲡⲓⲥⲣⲁⲏⲗ ⲉⲛⲇⲓⲕⲁⲓⲱⲙⲁ ⲛⲙⲛϩⲁⲡ ⲛⲁⲓ ⲉϯⲛⲁⲧⲁⲩⲟⲟⲩ ⲉⲛⲉⲧⲛⲙⲁⲁϫⲉ ϩⲣⲁⲓ ϩⲙⲡϩⲟⲟⲩ ⲛϩⲟⲟⲩ ϫⲉⲕⲁⲁⲥ ⲉⲧⲉⲧⲛⲉⲥⲃⲟ ⲉⲣⲟⲟⲩ ⲁⲩⲱ ⲛⲧⲉⲧⲛⲁⲣⲉϩ ⲉⲣⲟⲟⲩ ⲉⲁⲁⲩ	And Moses called all Israel, and said to them, Hear, Israel, the ordinances and judgments, all that I speak in your ears this day, and ye shall learn them, and observe to do them.
