Coptic,English
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ⲛⲧϩⲟⲙⲟⲗⲟⲅⲓⲁ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲉⲧⲛⲁⲛⲟⲩⲥ ⲉⲅϫⲓ ⲉϩⲟⲩⲛ ⲉⲡⲉⲕϩⲏⲧ ⲙⲡⲣⲡⲙⲉⲉⲩⲉ ⲙⲡϩⲁⲉ ⲛϩⲟⲟⲩ · ⲛⲅⲁⲥⲫⲁⲗⲓⲍⲉ ⲙⲙⲟⲕ ⲛⲥⲁ ⲛⲓⲙ · ⲙⲁⲗⲓⲥⲧⲁ ⲡⲉⲕⲗⲁⲥ ·,"Remember thou at all times the good confession of Christ which hath entered into thy heart. Remember thou the last day. Make thou thyself secure on every side, especially in the matter of thy tongue,"
ⲁⲩⲱ ⲡⲉⲧϩⲙⲟⲟⲥ ϩⲓⲡⲉⲑⲣⲟⲛⲟⲥ ⲉϥⲉⲓⲛⲉ ⲛⲧϩⲟⲣⲁⲥⲓⲥ ⲛⲟⲩⲱⲛⲉ ⲛⲓⲁⲥⲡⲓⲥ ⲁⲩⲱ ⲛⲥⲁⲣⲇⲓⲛⲟⲥ ⲉⲣⲉⲟⲩⲟⲉⲓⲛ ⲕⲱⲧⲉ ⲉⲡⲉⲑⲣⲟⲛⲟⲥ ⲉϥⲟ ⲙⲡⲉⲓⲛⲉ ⲛⲟⲩⲥⲁⲣⲇⲓⲟⲛ .,"that looked like a jasper stone and a sardius. There was a rainbow around the throne, like an emerald to look at."
ϩⲟⲓⲛⲉ ⲇⲉ ⲉⲃⲟⲗ ⲛϩⲏⲧⲟⲩ ⲁⲩⲃⲱⲕ ϣⲁⲛⲉⲫⲁⲣⲓⲥⲥⲁⲓⲟⲥ ⲁⲩⲧⲁⲙⲟⲟⲩ ⲉⲛⲛⲧⲁⲓⲏⲥⲟⲩⲥ ⲁⲁⲩ .,"But some of them went away to the Pharisees, and told them the things which Jesus had done."
ⲁⲩⲱ ⲡⲉϫⲉⲙⲁⲣⲓⲁ ϫⲉⲧⲁⲯⲩⲭⲏ ϫⲓⲥⲉ ⲙⲡϫⲟⲉⲓⲥ .,"Mary said, 'My soul magnifies the Lord."
ⲉⲣⲉϣⲁⲛⲧⲟⲩϣⲁϫⲉ ⲇⲉ ⲣ ⲁⲧϭⲟⲙ ⲛⲛⲁϩⲣⲁⲕ ⲡⲁⲣⲁⲧⲉⲕϭⲟⲙ ϩⲛⲧⲙⲏⲧⲉ ⲛⲟⲩⲥⲛⲟϥ ⲙⲛⲟⲩⲥⲛⲟϥ ⲁⲩⲱ ϩⲛⲧⲙⲏⲧⲉ ⲛⲟⲩϩⲁⲡ ⲙⲛⲟⲩϩⲁⲡ ⲛⲙⲧⲙⲏⲧⲉ ⲛⲟⲩⲙⲛⲧⲗⲁ ⲛⲙⲟⲩⲗⲁ ⲏ ⲛⲧⲙⲏⲧⲉ ⲛⲟⲩϩⲗⲟⲩⲱ ⲛⲙⲟⲩϩⲗⲟⲩⲱ ϩⲉⲛϣⲁϫⲉ ⲛϩⲁⲡ ϩⲛⲛⲉⲕⲡⲟⲗⲓⲥ ⲉⲕⲉⲧⲱⲟⲩⲛ ⲛⲅⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲡⲙⲁ ⲉⲧⲉⲣⲉⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ⲛⲁⲥⲟⲧⲡϥ ⲛⲁϥ ⲉⲧⲣⲉⲩⲉⲡⲉⲕⲁⲗⲉⲓ ⲙⲡⲉϥⲣⲁⲛ ⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ,"And if a matter shall be too hard for thee in judgment, between blood and blood, and between cause and cause, and between stroke and stroke, and between contradiction and contradiction, matters of judgment in your cities;"
ⲡⲛⲟⲩⲧⲉ ⲅⲁⲣ ⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲉⲧⲡⲉ ⲙⲛⲡⲕⲁϩ ⲡⲁⲓ ⲉⲧⲉⲓⲣⲉ ⲛⲛⲉⲓⲛⲟϭ ⲛϣⲡⲏⲣⲉ ⲙⲁⲩⲁⲁϥ ·,"For He is the God Who hath created the heaven and the earth, and it is He alone Who hath done these great marvels.'"
ⲁⲛⲟⲕ ⲇⲉ ⲁⲓⲥⲟⲡⲥ ⲉϫⲱⲕ ϫⲉⲛⲛⲉⲧⲉⲕⲡⲓⲥⲧⲓⲥ ⲱϫⲛ . ⲛⲧⲟⲕ ⲇⲉ ϩⲱⲱⲕ ⲕⲟⲧⲕ ⲛⲅⲧⲁϫⲣⲉ ⲛⲉⲕⲥⲛⲏⲩ .,"but I prayed for you, that your faith wouldn't fail. You, when once you have turned again, establish your brothers.'"
ϫⲉⲁⲡⲁⲉⲓⲱⲧ ⲙⲛⲧⲁⲙⲁⲁⲩ ⲕⲁⲁⲧ ⲛⲥⲱⲟⲩ ⲡϫⲟⲉⲓⲥ ⲇⲉ ⲡⲉⲛⲧⲁϥϣⲟⲡⲧ ⲉⲣⲟϥ,"For my father and my mother have forsaken me, but the Lord has taken me to himself."
ⲡϫⲁϫⲉ ⲛⲧⲁϥϫⲟⲟⲩ ⲡⲉ ⲡⲇⲓⲁⲃⲟⲗⲟⲥ . ⲡⲱϩⲥ ⲇⲉ ⲡⲉ ⲧⲥⲩⲛⲧⲉⲗⲉⲓⲁ ⲙⲡⲁⲓⲱⲛ . ⲛϫⲁⲓⲟϩⲥ ⲇⲉ ⲛⲉ ⲛⲁⲅⲅⲉⲗⲟⲥ .,"The enemy who sowed them is the devil. The harvest is the end of the age, and the reapers are angels."
ⲁⲛⲥⲏϥⲉ ⲙⲡϫⲁϫⲉ ⲱϫⲛ ⲉⲡⲧⲏⲣϥ ⲁⲕϣⲟⲣϣⲣ ⲛⲙⲡⲟⲗⲓⲥ ⲁⲡⲉⲩⲣⲡⲙⲉⲉⲩⲉ ⲧⲁⲕⲟ ϩⲛⲟⲩⲱⲛϩ ⲉⲃⲟⲗ,"The swords of the enemy have failed utterly; and thou hast destroyed cities: their memorial has been destroyed with a noise,"
ⲉϥϣⲁⲛⲉⲝⲉⲧⲁⲍⲉ ⲙⲙⲟⲛ ⲉⲧⲃⲉⲛⲉⲛⲕⲣⲟϥ ⲉⲧⲛⲧⲁⲙⲓⲟ ⲙⲙⲟⲟⲩ ⲉϩⲟⲩⲛ ⲉⲛⲉⲛⲉⲣⲏⲩ ⲉⲣⲉⲡⲉⲛⲥⲟⲛ ⲙⲉⲛ ϩⲁⲧⲏⲛ ϣⲁⲛϣⲁϫⲉ ⲛⲙⲙⲁϥ ϩⲱⲥ ϣⲃⲏⲣ ·,"If He were to look closely into our behaviour in respect of the acts of deceit which we have done to each other, and of how, when our brother was present with us, we held converse with him as a friend,"
ⲉϣⲱⲡⲉ ⲅⲁⲣ ⲉϥϣⲁⲛ… ⲉⲣⲉϫⲱϥⲃⲏϩ ⲉⲡⲉⲥⲏⲧ ⲙⲁϯϩⲧⲏⲕ ⲉⲣⲟⲕ ⲉⲣⲟϥ ⲁⲩⲱ ϥⲛⲁϣⲱⲡⲉ ⲛⲧϩⲉ ⲙⲡⲉⲧϥⲱⲧⲉ ⲛⲟⲩⲉⲓⲁⲗ ⲛⲅⲉⲓⲙⲉ ϫⲉⲙⲡϥⲣϣⲏⲃⲉ ϣⲁⲃⲟⲗ,"Though he humble himself, and go crouching, yet take good heed and beware of him, and thou shalt be unto him as if thou hadst wiped a lookingglass, and thou shalt know that his rust hath not been altogether wiped away."
ⲉⲩⲥⲟⲡⲥ ⲙⲙⲟⲛ ϩⲛⲟⲩⲛⲟϭ ⲛⲥⲟⲡⲥ ⲉϫⲓ ⲛⲧⲉⲩⲭⲁⲣⲓⲥ ⲙⲛⲧⲕⲟⲓⲛⲱⲛⲓⲁ ⲛⲧⲇⲓⲁⲕⲟⲛⲓⲁ ⲉⲧϫⲓ ⲉϩⲟⲩⲛ ⲉⲛⲉⲧⲟⲩⲁⲁⲃ .,begging us with much entreaty to receive this grace and the fellowship in the service to the saints.
ⲁⲡⲁⲛⲟⲙⲟⲥ ⲱϫⲛ ⲁⲡϫⲁⲥⲓϩⲏⲧ ⲧⲁⲕⲟ ⲁⲩⲱ ⲁⲩⲃⲱⲧⲉ ⲉⲃⲟⲗ ⲛⲛⲉⲧⲁⲛⲟⲙⲉⲓ ⲉϫⲛⲟⲩⲕⲁⲕⲓⲁ,"The lawless man has come to nought, and the proud man has perished, and they that transgress mischievously have been utterly destroyed:"
ⲁⲩⲱ ϥⲛⲁⲣⲣⲣⲟ ⲉϫⲙⲡⲏⲓ ⲛⲓⲁⲕⲱⲃ ϣⲁⲛⲓⲉⲛⲉϩ . ⲁⲩⲱ ⲙⲙⲛϩⲁⲏ ⲛⲁϣⲱⲡⲉ ⲛⲧⲉϥⲙⲛⲧⲣⲣⲟ .,and he will reign over the house of Jacob forever. There will be no end to his Kingdom.'
ⲁⲩⲱ ⲁⲥϣⲱⲡⲉ ⲛⲧⲉⲣⲟⲩⲛⲁⲩ ⲉⲣⲟϥ ⲁⲩϫⲓ ⲙⲙⲁⲁⲃ ⲛϣⲓⲣⲉ ⲁⲩⲱ ⲛⲛⲉⲩⲛⲙⲙⲁϥ,"And it came to pass when they saw him, that they took thirty guests, and they were with him."
ⲛⲉϣϣⲉ ϭⲉ ⲉⲣⲟⲕ ⲡⲉ ⲉⲛⲟⲩϫⲉ ⲙⲡⲁϩⲁⲧ ⲛⲛⲉⲧⲣⲁⲡⲉⲍⲓⲧⲏⲥ . ⲁⲛⲟⲕ ⲇⲉ ⲛⲉⲓⲛⲁⲉⲓ ⲛⲧⲁϫⲓ ⲙⲡⲉⲧⲉⲡⲱⲓ ⲡⲉ ⲙⲛⲧⲉϥⲙⲏⲥⲉ .,"You ought therefore to have deposited my money with the bankers, and at my coming I should have received back my own with interest."
ⲥⲁⲛⲟⲩϣⲕ ⲙⲡϫⲟⲉⲓⲥ ⲧⲁⲣⲉϥϯ ⲛⲁⲕ ⲛⲛⲁⲓⲧⲏⲙⲁ ⲙⲡⲉⲕϩⲏⲧ,Delight thyself in the Lord; and he shall grant thee the requests of thine heart.
ϩⲙⲡⲏⲓ ϩⲁⲧⲙⲙⲓⲭⲁ ⲁⲩⲱ ⲛⲧⲟⲟⲩ ⲁⲩⲥⲟⲩⲛⲧⲉⲥⲙⲏ ⲙⲡϣⲏⲣⲉ ϣⲏⲙ ⲡⲗⲉⲩⲓⲧⲏⲥ ⲡⲉϫⲁⲩ ⲛⲁϥ ϫⲉⲛⲓⲙ ⲡⲉⲛⲧⲁϥⲛⲧⲕ ⲉⲡⲉⲓⲙⲁ ⲁⲩⲱ ⲉⲕⲣⲟⲩ ⲛⲧⲟⲕ ⲙⲡⲉⲓⲙⲁ ⲁⲩⲱ ⲟⲩ ⲡⲉⲧⲉⲟⲩⲛⲧⲁⲕϥ ⲙⲡⲉⲓⲙⲁ,"in the house of Michaias, and they recognised the voice of the young man the Levite, and turned in thither; and said to him, Who brought thee in hither? and what doest thou in this place? and what hast thou here?"
ⲛⲧⲉⲧⲛⲛⲁⲩ ⲉⲡⲕⲁϩ ϫⲉⲟⲩ ⲡⲉ ⲁⲩⲱ ⲡⲗⲁⲟⲥ ⲉⲧϩⲙⲟⲟⲥ ϩⲣⲁⲓ ϩⲓϫⲱϥ ϫⲉⲉⲛⲉ ⲟⲩϫⲱⲱⲣⲉ ⲡⲉ ϫⲉⲛⲉⲟⲩϭⲱⲃ ⲡⲉ ϫⲉⲛⲉⲥⲉⲥⲟⲃⲕ ϫⲉⲛⲉⲥⲉⲟϣ,"and ye shall see the land, what it is, and the people that dwells on it, whether it is strong or weak, or whether they are few or many."
ⲕⲁⲑⲓⲥⲧⲁ ⲙⲡⲣⲉϥⲣⲛⲟⲃⲉ ⲉϫⲱϥ ⲙⲁⲣⲉⲡⲇⲓⲁⲃⲟⲗⲟⲥ ⲁϩⲉⲣⲁⲧϥ ϩⲓⲟⲩⲛⲁⲙ ⲙⲙⲟϥ,Set thou a sinner against him; and let the devil stand at his right hand.
ⲟⲩⲟⲛ ⲇⲉ ⲛⲓⲙ · ⲉⲧϩⲙⲡϯⲙⲉ ⲛⲉⲩⲙⲟⲟϣⲉ ⲛⲙⲙⲁϥ · ⲉⲩⲑⲡⲟ ⲙⲙⲟϥ ⲉⲃⲟⲗ ·,"And every one who was in the village walked with him to set him on his way,"
ⲛϣⲏⲣⲉ ⲇⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲁⲩⲁⲓⲁⲓ ⲁⲩⲱ ⲁⲩⲁϣⲁⲉⲓ ⲁⲩⲡⲱⲣϣ ⲉⲃⲟⲗ ⲁⲩϭⲙϭⲟⲙ ⲉⲙⲁⲧⲉ ⲡⲕⲁϩ ⲇⲉ ⲁϥⲧⲁϣⲟⲟⲩ,"And the children of Israel increased and multiplied, and became numerous and grew exceedingly strong, and the land multiplied them."
ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉϯⲥⲟⲟⲩⲛ ⲁⲛ ⲙⲡⲣⲱⲙⲉ ·,"And he said unto them, 'I know not the man."
ⲱ ⲡⲁϣⲏⲣⲉ ⲡⲱⲧ ⲉⲣⲁⲧϥ ⲙⲡⲛⲟⲩⲧⲉ · ϫⲉⲛⲧⲟϥ ⲡⲉ ⲛⲧⲁϥⲧⲁⲙⲓⲟⲕ · ⲁⲩⲱ ⲁϥϣⲡⲛⲉⲓϩⲓⲥⲉ ⲉⲧⲃⲏⲏⲧⲕ ·,"O my son, flee thou to the feet of God, for it is He Who hath created thee, and He suffered for thee."
ⲡⲉϫⲉⲁⲡⲁ,"And Apa Victor said, 'The fools of the world are those whom God hath chosen to put to shame the wise.'"
ⲧⲟⲧⲉ ⲥⲉⲛⲁⲁⲣⲭⲉⲓ ⲛϫⲟⲟⲥ ⲛⲛⲧⲟⲟⲩ ϫⲉϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲛ ⲁⲩⲱ ⲛⲥⲓⲃⲉⲧ ϫⲉϩⲟⲃⲥⲛ .,"Then they will begin to tell the mountains, 'Fall on us!' and tell the hills, 'Cover us.'"
ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ ⲡⲉϫⲁϥ ⲙⲡⲗⲁⲟⲥ ϫⲉⲉⲓⲥⲡⲉⲓⲱⲛⲉ ⲉϥⲛⲁϣⲱⲡⲉ ϩⲣⲁⲓ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲉⲩⲙⲛⲧⲙⲛⲧⲣⲉ ϫⲉⲛⲧⲟϥ ⲡⲉⲛⲧⲁϥⲥⲱⲧⲙ ⲉⲛϣⲁϫⲉ ⲧⲏⲣⲟⲩ ⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ ϫⲟⲟⲩ ⲉⲣⲱⲧⲛ ⲉⲃⲟⲗϫⲉ ⲛⲧⲟϥ ⲁϥϣⲁϫⲉ ⲛⲙⲙⲏⲧⲛ ⲙⲡϩⲟⲟⲩ ⲁⲩⲱ ⲡⲁⲓ ϥⲛⲁϣⲱⲡⲉ ⲉϩⲣⲁⲓ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲉⲩⲙⲛⲧⲙⲛⲧⲣⲉ ⲛⲛⲉϩⲟⲟⲩ ⲛϩⲁⲉ ⲉⲧⲉⲧⲛϣⲁⲛϫⲓϭⲟⲗ ⲉⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ,"And Joshua said to the people, Behold, this stone shall be among you for a witness, for it has heard all the words that have been spoken to it by the Lord; for he has spoken to you this day; and this stone shall be among you for a witness in the last days, whenever ye shall deal falsely with the Lord my God."
ϩⲉⲛϩⲟⲧⲉ ⲉϫⲛⲧⲉⲣⲩⲑⲣⲁ ⲧϩⲁⲗⲁⲥⲥⲁ,"wondrous works in the land of Cham, and terrible things at the Red Sea."
ⲛⲉⲩⲛ ⲥⲁϣϥ ⲇⲉ ⲛⲥⲟⲛ . ⲁⲡϣⲟⲣⲡ ϫⲓ ϩⲓⲙⲉ ⲁϥⲙⲟⲩ . ⲉϥⲟ ⲛⲁⲧϣⲏⲣⲉ .,"There were therefore seven brothers. The first took a wife, and died childless."
ⲡⲉⲧⲛⲁϣⲡⲧⲟⲟⲧϥ ⲛⲟⲩⲁ ϩⲛⲟⲩϫⲓⲛϭⲟⲛⲥ ⲛϥⲛⲁϣⲱⲡⲉ ⲁⲛ ⲉϥⲟⲩⲁⲁⲃ ⲉϩⲓⲥⲉ ⲡⲉⲧϫⲡⲟ ⲇⲉ ϩⲛⲟⲩⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϥⲛⲁϫⲓ ⲛⲟⲩⲃⲉⲕⲉ ⲛⲧⲡⲓⲥⲧⲓⲥ,He that unjustly strikes hands shall not be unpunished: but he that sows righteousness he shall receive a faithful reward.
ⲛⲧϩⲉ ⲛⲟⲩⲉⲓⲱⲧⲉ ϩⲙⲡⲱϩⲥ ⲁⲩⲱ ⲟⲩϩⲱⲟⲩ ϩⲙⲡϣⲱⲙ ⲉⲛⲥⲉⲧⲁⲓⲏⲩ ⲁⲛ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲉⲙⲛⲧⲏⲁⲧϩⲏⲧ ⲧⲁⲓⲟ,"As dew in harvest, and as rain in summer, so honour is not seemly for a fool."
ⲡⲉⲕⲣⲟϥ ⲛⲁⲁⲙⲁϩⲧⲉ ⲁⲛ ⲛⲟⲩϭⲟⲣϭⲥ ⲟⲩⲙⲛⲧⲣⲙⲙⲁⲟ ⲇⲉ ⲉⲥⲧⲁⲓⲏⲩ ⲡⲉ ⲟⲩⲣⲱⲙⲉ ⲉϥⲟⲩⲁⲁⲃ,A deceitful man shall catch no game; but a blameless man is a precious possession.
ϣⲁⲣⲉⲡϩⲏⲧ ⲉⲧⲥⲟⲩⲧⲱⲛ ϣⲓⲛⲉ ⲛⲥⲁⲟⲩⲁⲓⲥⲑⲏⲥⲓⲥ ⲧⲧⲁⲡⲣⲟ ⲇⲉ ⲛⲛⲁⲧⲥⲃⲱ ⲛⲁⲥⲟⲩⲛϩⲉⲛⲡⲉⲧϩⲟⲟⲩ ⲡϩⲏⲧ ⲙⲡⲁⲧϩⲏⲧ ⲥⲟⲟⲩⲛ ⲛϩⲉⲛⲡⲉⲧϩⲟⲟⲩ,An upright heart seeks discretion; but the mouth of the uninstructed will experience evils.
ⲁⲩⲱ ⲁϥⲧⲱⲙⲥ ⲛⲛⲉⲕⲉⲉⲥ ⲛⲥⲁⲟⲩⲗ ⲙⲛⲛⲉⲕⲉⲉⲥ ⲛⲓⲱⲛⲁⲑⲁⲛ ⲡⲉϥϣⲏⲣⲉ ⲙⲛⲛⲉⲕⲉⲉⲥ ⲛⲛⲉⲛⲕⲟⲟⲩⲉ ⲛⲧⲁⲩϭⲉⲗϭⲱⲗⲟⲩ ϩⲁⲡⲣⲏ ϩⲙⲡⲕⲁϩ ⲛⲃⲉⲛⲓⲁⲙⲓⲛ ⲛⲥⲁⲥⲡⲓⲣ ⲙⲡⲧⲁⲫⲟⲥ ⲛϭⲓⲥ ⲡⲉϥⲉⲓⲱⲧ ⲁⲩⲱ ⲁⲩⲉⲓⲣⲉ ⲛϩⲱⲃ ⲛⲓⲙ ⲛⲧⲁⲡⲣⲣⲟ ϩⲱⲛ ⲙⲙⲟⲟⲩ ⲉⲧⲟⲟⲧⲟⲩ ⲁⲩⲱ ⲡⲛⲟⲩⲧⲉ ⲁϥⲥⲱⲧⲙ ⲁϥϣⲛϩⲧⲏϥ ϩⲁⲡⲕⲁϩ,"And they buried the bones of Saul and the bones of Jonathan his son, and the bones of them that had been hanged, in the land of Benjamin in the hill, in the sepulchre of Cis his father; and they did all things that the king commanded: and after this God hearkened to the prayers of the land."
ⲁϥⲙⲟⲩⲧⲉ ⲇⲉ ⲉⲡⲉϥⲙⲛⲧⲥⲛⲟⲟⲩⲥ ⲙⲙⲁⲑⲏⲧⲏⲥ . ⲁϥϯ ⲛⲁⲩ ⲛⲧⲉⲝⲟⲩⲥⲓⲁ ⲛⲛⲉⲡⲛⲉⲩⲙⲁ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ ⲉⲛⲟⲩϫ ⲉⲃⲟⲗ ⲁⲩⲱ ⲉⲣⲡⲁϩⲣⲉ ⲉϣⲱⲛⲉ ⲛⲓⲙ ϩⲓⲗⲟϫⲗⲉϫ ⲛⲓⲙ .,"He called to himself his twelve disciples, and gave them authority over unclean spirits, to cast them out, and to heal every disease and every sickness."
ⲡⲉⲧϫⲉⲡⲉⲧϩⲟⲟⲩ ⲉⲡⲉϥⲉⲓⲱⲧ ⲏ ⲧⲉϥⲙⲁⲁⲩ ϩⲛⲟⲩⲙⲟⲩ ⲙⲁⲣⲉϥⲙⲟⲩ,He that reviles his father or his mother shall surely die.
ⲛⲧⲉⲣⲉϥⲉⲓ ⲇⲉ ⲟⲛ ⲉⲃⲟⲗ ⲙⲡⲛⲁⲩ ⲛϫⲡⲙⲛⲧⲟⲩⲉ . ⲁϥⲛⲁⲩ ⲉϩⲉⲛⲕⲟⲟⲩⲉ ⲉⲩⲁϩⲉⲣⲁⲧⲟⲩ ⲡⲉϫⲁϥ ⲛⲁⲩ ϫⲉⲁϩⲣⲱⲧⲛ ⲧⲉⲧⲛⲁϩⲉⲣⲁⲧⲧⲏⲩⲧⲛ ⲙⲡⲉⲓⲙⲁ ⲙⲡⲉϩⲟⲟⲩ ⲧⲏⲣϥ ⲉⲧⲉⲧⲛⲟⲩⲟⲥϥ .,"About the eleventh hour he went out, and found others standing idle. He said to them, 'Why do you stand here all day idle?'"
ⲛⲁⲓ ⲉⲧϣⲙϣⲉ ϩⲛⲟⲩⲥⲙⲟⲧ ⲙⲛⲟⲩϩⲁⲓⲃⲉⲥ ⲛⲧⲉⲛⲁⲧⲡⲉ . ⲕⲁⲧⲁⲧϩⲉ ⲉⲛⲧⲁⲩϣⲁϫⲉ ⲙⲛⲙⲱⲩⲥⲏⲥ ⲉϥⲛⲁϫⲱⲕ ⲉⲃⲟⲗ ⲛⲧⲉⲥⲕⲏⲛⲏ . ϭⲱϣⲧ ⲅⲁⲣ ⲡⲉϫⲁϥ ⲉⲕⲉⲧⲁⲙⲓⲟ ⲛⲛⲕⲁ ⲛⲓⲙ ⲕⲁⲧⲁⲡⲧⲩⲡⲟⲥ ⲉⲛⲧⲁⲩⲧⲟⲩⲟⲕ ⲉⲣⲟϥ ϩⲣⲁⲓ ϩⲙⲡⲧⲟⲟⲩ .,"who serve a copy and shadow of the heavenly things, even as Moses was warned by God when he was about to make the tabernacle, for he said, 'See, you shall make everything according to the pattern that was shown to you on the mountain.'"
ⲁⲩⲱ ⲡⲉϫⲁⲩ ⲛⲁⲥ ϫⲉⲉⲣⲉⲗⲟⲃⲉ . ⲛⲧⲟⲥ ⲇⲉ ⲁⲥⲧⲱⲕ ⲉϩⲟⲩⲛ ϫⲉⲧⲁⲓ ⲧⲉ ⲧϩⲉ . ⲡⲉϫⲁⲩ ⲛⲁⲥ ϫⲉⲡⲉϥⲁⲅⲅⲉⲗⲟⲥ ⲡⲉ .,"They said to her, 'You are crazy!' But she insisted that it was so. They said, 'It is his angel.'"
ⲡⲉⲛⲧⲁϥⲃⲉϩⲛⲛⲉϥⲡⲉⲧϫⲟⲥⲉ ϩⲛⲟⲩⲙⲟⲟⲩ ⲉⲁϥⲕⲱ ⲛⲛⲉⲕⲗⲟⲟⲗⲉ ⲉⲧⲣⲉϥⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲡⲉⲧⲙⲟⲟϣⲉ ⲉϫⲛⲛⲧⲛϩ ⲛⲛⲧⲏⲩ,Who covers his chambers with waters; who makes the clouds his chariot; who walks on the wings of the wind.
ⲁϥϫⲱ ⲇⲉ ⲛⲁⲩ ⲟⲛ ⲛⲕⲉⲡⲁⲣⲁⲃⲟⲗⲏ . ϫⲉⲙⲏ ⲟⲩⲛϭⲟⲙ ⲛⲟⲩⲃⲗⲗⲉ ⲉϫⲓⲙⲟⲉⲓⲧ ϩⲏⲧϥ ⲛⲟⲩⲃⲗⲗⲉ ⲙⲏ ⲛⲥⲉⲛⲁϩⲉ ⲁⲛ ⲉⲩϩⲓⲉⲓⲧ ⲙⲡⲉⲥⲛⲁⲩ .,He spoke a parable to them. 'Can the blind guide the blind? Won't they both fall into a pit?
ⲁⲓⲥⲁⲁⲧϣⲟⲙⲛⲧ ⲛϩⲱⲃ ⲁⲩⲱ ⲁⲓⲧⲱⲱⲛ ⲉⲛⲉⲥⲱⲓ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡϫⲟⲉⲓⲥ ⲙⲛⲛⲣⲱⲙⲉ ϩⲛϩⲉⲛⲥⲛⲏⲩ ⲉⲩⲟ ⲛⲟⲩϩⲏⲧ ⲛⲟⲩⲟⲧ ⲁⲩⲱ ⲟⲩϣⲃⲏⲣ ⲙⲛⲡⲉⲧϩⲓⲧⲟⲩⲱϥ ⲁⲩⲱ ⲟⲩⲣⲱⲙⲉ ⲙⲛⲧⲉϥⲥϩⲓⲙⲉ ⲉⲩϥⲓ ϩⲁⲛⲉⲩⲉⲣⲏⲩ,"In three things I was beautified, and stood up beautiful both before God and men: the unity of brethren, the love of neighbours, a man and a wife that agree together."
ⲡⲛⲟⲩⲧⲉ ⲡⲉⲛⲥⲱⲧⲏⲣ ⲟⲩⲁⲁⲃ ⲡⲉⲟⲟⲩ ⲛⲁϥ ⲉⲃⲟⲗ ϩⲓⲧⲛⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲛϫⲟⲉⲓⲥ ⲙⲛⲧϭⲟⲙ ⲁⲩⲱ ⲡⲁⲙⲁϩⲧⲉ ⲙⲛⲧⲉⲝⲟⲩⲥⲓⲁ ϩⲁⲧϩⲏ ⲛⲛⲁⲓⲱⲛ ⲧⲏⲣⲟⲩ ⲁⲩⲱ ϫⲓⲛⲧⲉⲛⲟⲩ ⲉⲛⲁⲓⲱⲛ ⲧⲏⲣⲟⲩ ϩⲁⲙⲏⲛ .,"to God our Savior, who alone is wise, be glory and majesty, dominion and power, both now and forever. Amen."
ⲡⲛⲟⲩⲧⲉ ⲇⲉ ⲛϩⲙⲟⲧ ⲛⲓⲙ ⲡⲁⲓ ⲛⲧⲁϥⲧⲉϩⲙ ⲧⲏⲩⲧⲛ ⲉϩⲟⲩⲛ ⲉⲡⲉϥⲉⲟⲟⲩ ⲛϣⲁ ⲉⲛⲉϩ ⲉⲧϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ [ ⲓⲏⲥⲟⲩⲥ ] ⲉⲁⲧⲉⲧⲛϣⲡ ϩⲓⲏⲥⲟⲩⲥⲉ ⲛⲟⲩⲕⲟⲩⲓ ⲛⲧⲟϥ ϥⲛⲁⲥⲃⲧⲉ ⲧⲏⲩⲧⲛ ⲛϥⲧⲁϫⲣⲉ ⲧⲏⲩⲧⲛ ⲛϥϯϭⲟⲙ ⲛⲏⲧⲛ [ ⲛϥϯⲥⲛⲧⲉ ⲛⲏⲧⲛ ] .,"But may the God of all grace, who called you to his eternal glory by Christ Jesus, after you have suffered a little while, perfect, establish, strengthen, and settle you."
